1.119e-6,-0.605427526,-0.360634075,-0.600504407,-0.849123745,-0.313633844,-1.358883031,-0.784543171,-0.814532209,-1.448719152,-0.225017019,-0.660072252,-0.54105298,-0.190596264,-0.656003323,-0.412216264,-0.856352821,-0.180096805,-0.110506705,-0.647557361,-0.462614479,3.320353055,2.484227662
6.326e-7,-0.597199366,-0.359623177,-0.600504407,-0.839316452,-0.303718233,-1.28400652,-0.793163552,-0.840134513,-1.386088856,-0.336242197,-0.674655077,-0.564711171,-0.190596264,-0.730415013,-0.492346174,-0.904855638,-0.181970096,-0.110506705,-0.702324736,-0.553880186,3.087616381,2.676725837
7.087e-7,-0.58752524,-0.352824224,-0.600504407,-0.842965568,-0.29136919,-1.258177633,-0.729845253,-0.814532209,-1.419080161,-0.512589103,-0.652573264,-0.554520637,-0.190596264,-0.581591632,-0.460676783,-0.80474955,-0.179953967,-0.110506705,-0.55399679,-0.565594459,2.658715939,3.070277662
9.253e-7,-0.602326267,-0.361493467,-0.600504407,-0.843876679,-0.317821664,-1.323443906,-0.788806868,-0.840134513,-1.412364532,-0.216722212,-0.63531298,-0.558862824,0.150011507,-0.43274639,-0.477255369,-0.703069949,-0.179984952,0.434670852,-0.289445014,-0.57657891,2.991196902,2.740891895
1.02e-5,-0.485219101,-0.312411407,-0.600504407,-0.769273036,-0.303273133,-0.933159177,-0.482234025,-0.840134513,-1.126159922,-0.473022363,-0.392476103,-0.444634626,0.150011507,0.311392377,-0.31678301,0.05820471,-0.160021384,0.434670852,0.707288327,-0.293130652,0.514213727,1.724929305
1.05e-5,-0.513088571,-0.316906523,-0.600504407,-0.79026597,-0.303666235,-1.038320317,-0.573490211,-0.716527539,-1.19689592,-0.526085414,-0.41141801,-0.426273232,0.150011507,0.236958827,-0.322734328,-0.150497121,-0.162627068,0.434670852,0.528232153,-0.193067031,0.261528196,0.542134963
1.08e-5,-0.467402156,-0.310781216,-0.600504407,-0.743266656,-0.304026866,-0.860604539,-0.399601665,-0.778358992,-1.043148005,-0.467406859,-0.387373428,-0.444498567,0.150011507,0.311392377,-0.365456069,0.041531451,-0.158850334,0.434670852,0.707288327,-0.099314101,0.241579338,1.160267992
2.14e-5,-0.433256097,-0.288353999,-0.600504407,-0.747144718,-0.276625737,-0.826127378,-0.398547795,-0.803919348,-1.018255066,-0.534861738,-0.402647295,-0.460698378,0.150011507,0.311392377,-0.419655365,-0.044559385,-0.163956448,0.434670852,0.800848899,-0.31582612,0.085313285,1.072574379
1.828e-5,-0.515370235,-0.336904075,-0.600504407,-0.760376854,-0.304127604,-0.958944196,-0.597691336,-0.803919348,-1.112732333,-0.43954441,-0.518723953,-0.507218886,0.150011507,-0.060687937,-0.454938067,-0.33556963,-0.170886388,0.434670852,0.294417258,-0.475358936,0.740300782,1.22443405
4.671e-5,-0.511856762,-0.321159828,-0.600504407,-0.77360899,-0.285888319,-0.97312298,-0.496099648,-0.778358992,-1.103243894,-0.259950063,-0.51867403,-0.442936814,0.150011507,-0.283923009,-0.331448734,-0.391979936,-0.167833502,0.434670852,0.029865483,-0.36710138,0.750275211,0.53144062
8.868e-5,-0.50314554,-0.323242826,-0.600504407,-0.763797025,-0.301762405,-1.010717907,-0.644247592,-0.778358992,-1.126167258,-0.583102044,-0.309177957,-0.323896806,0.150011507,0.162547136,-0.216461203,0.082479405,-0.156305371,0.434670852,0.839486334,-0.120126487,0.048740379,-0.148719598
9.976e-5,-0.474369523,-0.294016655,-0.58469099,-0.770413093,-0.272415195,-0.963901287,-0.495593377,-0.742129843,-1.15857906,-0.409994016,-0.241030183,-0.346079559,0.150011507,0.088135445,-0.377358705,0.283217194,-0.151189252,0.434670852,0.839486334,-0.276265134,0.012167473,-0.328384562
3.43e-4,-0.428968115,-0.303192204,-0.283749483,-0.577864954,-0.290615456,-0.701388549,-0.65027807,-0.109189423,-0.652156117,-0.519617869,-0.648613567,-0.545648267,-0.70155795,-0.804826704,-0.490858328,-0.954143548,-0.179329536,-0.881650412,-0.966876512,-0.647633116,0.371246913,-0.345495511
3.01e-4,-0.247839102,-0.272652123,-0.489648293,-0.147357965,-0.287600488,-0.226723607,-0.527726079,-0.567346225,-0.075239247,-0.556548781,-0.370528295,-0.328148287,-0.531204034,-0.804826704,-0.335274523,-0.298330911,-0.153878929,-0.336451957,-0.768341532,-0.272017904,-0.489878781,-0.53157708
3.09e-4,-0.178577639,-0.234305613,0.120100881,-0.156712038,-0.259364416,0.026548637,-0.093118367,0.425774291,0.169153149,-0.182830589,-0.47527239,-0.332435611,-0.531204034,-0.804826704,-0.268322492,-0.398011185,-0.15238698,-0.655705159,-0.702324736,0.088191597,-0.513152448,-0.418217043
3.47e-4,-0.232289329,-0.236729714,-0.537169641,-0.248654826,-0.225095148,-0.21349112,-0.360122869,-0.356375407,-0.145061977,-0.315408514,-0.397933495,-0.361903379,-0.531204034,-0.395540545,-0.349302563,-0.204645292,-0.155656277,-0.655705159,-0.176492171,-0.177835513,-0.396784111,-0.540132554
2.95e-4,-0.1950404,-0.227508799,-0.49759555,-0.221732662,-0.237986736,-0.093558978,-0.200885182,-0.541743921,-0.09331386,-0.250975138,3.439924411,2.764877368,1.929797176,3.780629789,2.098643151,3.753310949,-0.005272643,1.90571822,3.64413148,2.632974647,-0.682717739,-0.62354843
3.06e-4,-0.111837762,-0.26218877,-0.49759555,0.393113122,-0.292850708,0.152747645,-0.433845551,-0.516183565,0.546369013,-0.561225622,2.349528502,2.579281784,4.019471878,2.563198566,2.539391088,2.44491587,-0.030883665,3.465246185,2.3133509,4.388887785,-0.705991407,-0.227857737
3.31e-4,-0.146040178,-0.185710599,-0.58469099,-0.255724114,-0.231631899,-0.149387351,-0.147175697,-0.742129843,-0.161034977,-0.40288818,2.979480258,3.814549911,1.929797176,1.041409538,3.818168581,2.231120911,-0.026095532,1.90571822,0.982561666,2.550014554,-0.682717739,-0.550826897
3.57e-4,-0.120239824,-0.190296447,0.120100881,-0.232455739,-0.234396687,0.147903357,0.116897944,0.353371926,0.105022747,0.112493853,2.606188846,3.073303595,1.929797176,2.106672787,3.912925065,2.430887312,-0.037351604,1.90571822,1.70679941,2.841483204,-0.682717739,-0.266357372
2.88e-4,-0.144700485,-0.237677271,-0.560930316,0.041087839,-0.257034948,0.065475273,-0.414314516,-0.567346225,0.332297809,-0.464788487,-0.238092598,-0.238858406,-0.70155795,-0.43274639,-0.276186673,-0.414804204,-0.158662407,-0.881650412,-0.740962172,-0.389496649,-0.636170404,-0.62354843
3.20e-4,-0.087032517,-0.198352818,0.128048138,-0.012980763,-0.231924297,0.169097897,-0.164292474,0.440763734,0.242804998,-0.321316155,-0.384937702,-0.360079748,-0.70155795,-0.135099627,-0.345901854,-0.536862972,-0.16569364,-0.881650412,-0.468423307,-0.401084754,-0.599597499,-0.642798248
3.23e-4,-0.186350111,-0.244835303,0.191382904,-0.073212213,-0.271320325,0.122105805,-0.000725655,0.647357971,0.175186578,-0.238744867,-0.440531109,-0.338199104,-0.360900149,-0.879238395,-0.297866417,-0.609726977,-0.162838615,-0.336451957,-1.021635233,-0.406488173,-0.416732969,-0.345495511
3.61e-4,-0.154649957,-0.252001039,-0.552983059,0.096983335,-0.262207186,-0.006640684,-0.452233171,-0.577959087,0.315037433,-0.498722267,-0.402965227,-0.367726855,-0.70155795,-0.879238395,-0.379271568,-0.509042049,-0.160233418,-0.881650412,-0.947475587,-0.368134657,-0.599597499,-0.574354452
2.76e-4,0.345771917,0.060624146,-0.484944815,0.449036652,0.063968926,0.903646626,0.886181698,-0.520811835,0.83554449,0.57091426,-0.223202352,-0.314681362,-0.531204034,-0.135099627,-0.344201469,-0.189592121,-0.157638364,-0.655705159,-0.223272457,-0.390830288,-0.353561586,-0.215024525
3.03e-4,0.288060473,0.057633822,-0.467266225,0.446994829,-0.018643299,0.706262291,0.788616069,-0.205292448,0.661719377,0.559813019,-0.118639556,-0.186178663,-0.531204034,0.311392377,-0.15971136,-0.072885961,-0.151248861,-0.655705159,0.084624204,0.064039252,-0.433357017,-0.28560719
3.22e-4,0.252693877,0.035152251,-0.5027045,0.357220018,-0.048999114,0.637170097,0.71756939,-0.613209447,0.587286299,0.340421054,-0.383374319,-0.442406476,-0.531204034,0.571833295,-0.412428805,-0.352605496,-0.168644052,-0.655705159,0.528232153,-0.432277612,-0.307014251,-0.394689489
3.40e-4,0.159237438,0.007355547,-0.148565034,0.27458458,0.000947424,0.535264593,0.450475344,0.387405792,0.564766387,0.437644031,-0.186858274,-0.19627776,-0.70155795,0.236958827,-0.195844224,-0.18896338,-0.15001056,-0.881650412,-0.102332524,0.001353012,-0.273766155,-0.418217043
4.06e-4,-0.421585314,-0.296319209,-0.545116898,-0.62417743,-0.270391132,-0.701855431,-0.54974714,-0.665350896,-0.720016608,-0.465373092,-0.674069136,-0.547471166,-0.70155795,-0.953650086,-0.493621478,-1.072782501,-0.180809884,-0.881650412,-1.286187009,-0.662867565,0.281477053,-0.283468321
4.28e-4,-0.392350388,-0.261270744,-0.52930348,-0.574211165,-0.221215961,-0.587131054,-0.336428014,-0.639748591,-0.63561095,-0.013761442,-0.673527864,-0.549019021,-0.70155795,-0.91644424,-0.488945465,-1.054628875,-0.180830448,-0.881650412,-1.220005798,-0.674152377,0.188382384,0.020251022
3.74e-4,-0.212899211,-0.276606267,3.414562941,-0.013438655,-0.283964993,0.515990848,-0.110848179,2.787142917,0.612366293,-0.332521473,-0.363993613,-0.299126735,-0.70155795,-0.656003323,-0.2717232,-0.351567576,-0.151802358,-0.881650412,-0.740962172,-0.047134825,-0.699341787,-0.503771788
4.10e-4,-0.273943784,-0.287896484,3.279946153,-0.170402066,-0.299134051,0.013109343,-0.411600629,2.563769453,0.109871497,-0.420896656,-0.429763467,-0.404192888,-0.70155795,-0.43274639,-0.406264946,-0.386976628,-0.161721894,-0.881650412,-0.383005586,-0.409581981,-0.440006636,-0.625687299
4.21e-4,-0.287587072,-0.281681729,-0.568877572,-0.166748277,-0.290258085,-0.29627955,-0.538802046,-0.505556721,-0.100366921,-0.542036738,-0.400934142,-0.364673572,-0.531204034,-0.321128854,-0.346539475,-0.300776012,-0.158213607,-0.336451957,-0.044216283,-0.205937656,-0.287065393,-0.548688029
4.26e-4,-0.348758852,-0.308783387,1.751477946,-0.27603021,-0.288484202,-0.150903933,-0.495145654,1.670457374,-0.038653559,-0.467759928,-0.420672192,-0.389299537,-0.531204034,-0.581591632,-0.357591888,-0.388902768,-0.162146101,-0.336451957,-0.515203593,-0.362250496,-0.157397818,-0.67060354
3.71e-4,-0.317179464,-0.282217993,-0.465887619,-0.406300403,-0.291593387,-0.412683447,-0.472380685,-0.392562607,-0.30878614,-0.58361979,-0.337279454,-0.328699107,-0.70155795,-0.804826704,-0.379271568,-0.12903346,6.776710236,-0.881650412,-0.881294376,-0.298960602,-0.273766155,-0.63852051
3.70e-4,-0.153677392,-0.202006089,1.767372459,-0.169944175,-0.214094415,0.590864226,0.843420752,1.917643358,0.282280864,0.619733572,-0.397978164,-0.28852144,-0.531204034,-0.804826704,-0.260670851,-0.50067548,-0.153259988,-0.655705159,-0.83451409,0.052928796,-0.58297345,-0.473827627
3.82e-4,-0.214155172,-0.254073766,1.727798367,-0.130247766,-0.269494443,0.472802743,0.314519229,1.979432862,0.461391188,-0.025406119,-0.438442218,-0.40407219,-0.531204034,-0.581591632,-0.379271568,-0.425536034,-0.162306029,-0.336451957,-0.608764165,-0.477119105,-0.519802067,-0.403244963
4.28e-4 (2),-0.173526419,-0.240825949,1.704037693,-0.012522871,-0.233919116,0.443464411,0.136900809,1.783451487,0.440771164,0.241684361,-0.399827949,-0.348716619,-0.360900149,-0.469952236,-0.351428029,-0.370576156,-0.16141871,-0.336451957,-0.289445014,-0.3515695,-0.519802067,-0.441744598
4.52e-4,-0.147888696,-0.266741664,1.696090437,0.084891255,-0.2882795,0.553532507,0.114841864,1.640478488,0.562103609,-0.220967928,-0.422206673,-0.390450187,-0.360900149,-0.3583347,-0.34462655,-0.355183664,-0.160039239,-0.110506705,-0.157091246,-0.201137891,-0.622871166,-0.557243503
3.67e-4,-0.15118318,-0.231411585,-0.592638246,-0.085075347,-0.255631445,0.039652653,-0.214699144,-0.752742705,0.099708195,-0.375310952,-0.491631429,-0.363519995,-0.70155795,-0.953650086,-0.289152011,-0.827267764,-0.166028226,-0.881650412,-1.379583166,-0.443988792,-0.626195976,-0.298440401
3.85e-4,-0.236730281,-0.24128432,0.11223472,-0.171542123,-0.254120717,0.014080707,-0.16838397,0.559966162,0.081288814,-0.279914249,-0.104035711,-0.151400933,-0.70155795,-0.730415013,-0.161836826,-0.193371215,-0.15527299,-0.881650412,-1.060272669,-0.346718617,-0.376835253,-0.704825437
